stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,condition,voice_type,distorted_audio,sound_file,question_order,hire,hire_rt,intelligence,intelligence_rt,debrief_age,debrief_gender,debrief_audio_output,debrief_audio_problems,debrief_testing,debrief_other,debrief_attention,debrief_audio_quality,debrief_understandable,debrief_hire_exp,data_summary,id
NA,NA,html-keyboard-response,12,260185,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,41,5683,49,9456.2,48,female,External Speakers,No issues or distractions.,Perceptions of job candidates,The computerized voice didn't help the applicant as the answers seemed a little robotic to begin with.,100,35,95,Yes,TRUE,202
NA,NA,html-keyboard-response,12,404454,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,97,3710.1,100,9588.8,37,male,Headphones,No issues,How people perceive others based on how they sound.,N/A,100,63,100,Yes,TRUE,203
NA,NA,html-keyboard-response,12,227105,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,79,18978.7,77,9052.8,68,female,Headphones,No,Perception of intelligence compared to bad/good sound? I don't know really.,No,100,23,100,Yes,TRUE,204
NA,NA,html-keyboard-response,12,202657,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,80,5558,86,7244.8,51,female,Headphones,NO,HIRING,NO,88,41,61,Yes,TRUE,205
NA,NA,html-keyboard-response,12,176034,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,54,2652.8,78,7330.7,41,male,Headphones,no,How people sound confident (or not) in job interviews.,no,100,18,62,Yes,TRUE,206
NA,NA,html-keyboard-response,12,161904,0.0-12.0,4,human,FALSE,sound_files/human_sm_undistorted.mp3,hire-first,64,14529.9,74,3585.8,45,female,External Speakers,no,How we decide who to hire based on what they say and how they come across.,no,98,80,94,Yes,TRUE,207
NA,NA,html-keyboard-response,12,193442,0.0-12.0,4,human,FALSE,sound_files/human_sm_undistorted.mp3,hire-first,62,4044.5,62,2734.1,39,female,Headphones,no,This experiment was testing how people  form impres sions of job appliicants based on shot personal statements,no,100,100,100,Yes,TRUE,208
NA,NA,html-keyboard-response,12,247680,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,62,9106.7,64,6610.2,38,female,Laptop Speakers,no,Unsure but I think it has to do with our perceptions of something about the voice used or something it said.,none,76,90,100,Yes,TRUE,209
NA,NA,html-keyboard-response,12,331141,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,66,8710.9,71,17183.8,36,male,External Speakers,No issues,I think maybe it was testing how smart or confident the voice was based on what they said in their interview and how they phrased what they were saying and how likely we would be to hire them.,The voice did sound robotic to me.,100,63,60,Yes,TRUE,210
NA,NA,html-keyboard-response,12,160009,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,85,1934.8,93,3347.9,26,male,Headphones,"no issues at all, thanks!",What my thoughts are on the candidate. if he would be a good fit based on all his experience.,"no issues, thanks! sounds like a really smart person.",100,91,96,No,TRUE,211
NA,NA,html-keyboard-response,12,261271,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,69,2748,83,9931.8,28,male,Headphones,No,It was about an event through audio and how I felt,no,89,77,93,Yes,TRUE,212
NA,NA,html-keyboard-response,12,1607613,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,78,1894.1,84,204930,24,male,Laptop Speakers,No,It was testing how does one determine how smart someone is from one statement.,No,1,84,88,No,TRUE,213
NA,NA,html-keyboard-response,12,168317,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,72,7414,89,5511,67,female,Laptop Speakers,no difficulties,I don't know  what the experiment was testing.,"No, there's not.",100,76,100,No,TRUE,214
NA,NA,html-keyboard-response,12,135974,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,65,2488.7,67,2983.4,31,male,Headphones,No.,How we judge the voice/accent and wording of what someone is saying.,No.,100,98,95,No,TRUE,215
NA,NA,html-keyboard-response,12,180331,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,43,5727.1,75,4131.6,61,female,Laptop Speakers,No,If I would be affected by the audio being AI.,Nothing further.,100,56,100,Yes,TRUE,216
NA,NA,html-keyboard-response,12,150978,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,72,7078.4,79,2865,52,female,Laptop Speakers,No,If I would hire the candidate on the audio,No,100,66,94,No,TRUE,217
NA,NA,html-keyboard-response,12,417373,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,71,6270.6,79,81234.4,58,female,Headphones,no,To see if someone's voice or tone would affect your opinion for hiring them and their intelligence,no,100,76,95,No,TRUE,218
NA,NA,html-keyboard-response,12,175002,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,73,3065.2,87,6194.9,42,female,Laptop Speakers,no,Ability to make hiring decisions with little information,no,100,45,100,Yes,TRUE,219
NA,NA,html-keyboard-response,12,641913,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,87,9780.8,96,26402.2,78,female,Laptop Speakers,no. I heard it clearly,maybe testing to see if AI sounded like a real person. it sounded like AI to me,no,100,76,99,No,TRUE,220
NA,NA,html-keyboard-response,12,400115,0.0-12.0,4,human,FALSE,sound_files/human_sm_undistorted.mp3,hire-first,61,21644.1,85,11826,65,female,Laptop Speakers,No difficulties,You may have been checking to see if the applicant's choice of vocabulary was off-putting.,I'm a former English teacher.,84,78,92,No,TRUE,221
NA,NA,html-keyboard-response,12,413643,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,82,6539.7,76,4355.5,46,female,Laptop Speakers,No I have not experienced any difficulties.,I think it was testing to see how we listen to an audio.,Not that I know of.,100,38,93,No,TRUE,222
NA,NA,html-keyboard-response,12,182092,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,97,3000.3,98,4080.2,25,male,Headphones,No,I think this is testing how managers judge job applicants,no,100,23,63,Yes,TRUE,223
NA,NA,html-keyboard-response,12,158661,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,53,7354.1,44,4351.5,51,male,Headphones,no,if speeech patterns impact hireability,the audio went really fast,90,26,60,Yes,TRUE,224
NA,NA,html-keyboard-response,12,319653,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,72,15668,86,13962,37,male,Earbuds,No,The conduct and therefore quality of audible statements in determining judgments about a person during a hiring situation.,None,99,44,100,No,TRUE,225
NA,NA,html-keyboard-response,12,233988,0.0-12.0,4,human,FALSE,sound_files/human_sm_undistorted.mp3,hire-first,51,7770.2,83,6484.8,63,female,External Speakers,No.,The effect of words and their tone upon judgement rather than in combination with visual appearance.,"No, thank you",95,100,100,No,TRUE,226
NA,NA,html-keyboard-response,12,390275,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,36,1961.6,44,46975.5,28,female,Laptop Speakers,no,Assessing the tone of a coworker,non,100,59,88,Yes,TRUE,227
NA,NA,html-keyboard-response,12,223614,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,63,6789.4,72,6664.9,27,male,Laptop Speakers,No difficulties,Perception of others by just hearing them out,None,100,90,100,No,TRUE,228
NA,NA,html-keyboard-response,12,267103,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,97,2472.3,97,4082.6,22,female,Headphones,No.,I think it was testing people perceptions of candidates of jobs based on their responses and if they think that candidate would be a good fit.,"I thought the study was pretty simple to understand. The candidate in the recording seemed to be a pretty fast talker which is okay, but may have to slow it down for some.",100,90,95,No,TRUE,229
NA,NA,html-keyboard-response,12,171457,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,66,3202.5,79,2346.2,29,male,Headphones,none,The perception of the applicant for the job and bias against his voice,none,100,97,100,Yes,TRUE,230
NA,NA,html-keyboard-response,12,695714,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,4,11092.7,36,4560.6,36,male,Headphones,no,Affect AI readouts have on people in charge of hiring decisions.,no,96,58,96,Yes,TRUE,231
NA,NA,html-keyboard-response,12,172960,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,67,4734,100,3576.1,32,female,Laptop Speakers,No issues,To see how a person's voice affects intention to hire that person,N/A,100,73,92,No,TRUE,232
NA,NA,html-keyboard-response,12,302644,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,53,3051.2,60,2112.4,37,male,Headphones,None.,My perception of a candidate applying for Senior Sales Manager Post.,None.,100,83,100,Yes,TRUE,233
NA,NA,html-keyboard-response,12,226538,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,58,2155.1,70,120331.4,26,female,Headphones,no,hearing,no,100,100,100,Yes,TRUE,234
NA,NA,html-keyboard-response,12,314564,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,68,3416.8,68,5977.7,58,female,Headphones,no,How confident someone may sound when applying for a new job or new position in a current company.,no,89,23,67,No,TRUE,235
NA,NA,html-keyboard-response,12,147017,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,87,5939.5,96,4756.9,52,female,External Speakers,no,I am not sure,NA,100,100,100,Yes,TRUE,236
NA,NA,html-keyboard-response,12,164434,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,59,3023,75,4430,28,female,Headphones,"No, everything went well.",I think this experiment was testing how we would feel about someone using text to speech instead of their real voice.,N/A,100,100,100,No,TRUE,237
NA,NA,html-keyboard-response,12,137803,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,89,4093.5,82,5056.5,47,female,Laptop Speakers,no,Impressions of people based on their voice alone,no,100,70,84,No,TRUE,238
NA,NA,html-keyboard-response,12,195857,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,78,19274.7,71,5145,53,male,External Speakers,Everything was good,If I could be talked into hiring ...,no,100,50,100,Yes,TRUE,239
NA,NA,html-keyboard-response,12,441372,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,69,3193.1,79,3882.5,35,male,Headphones,N/A,Perception of evaluating a candidate through audio means as opposed to a text-derived resume or cover letter.,N/A,100,40,94,Yes,TRUE,240
NA,NA,html-keyboard-response,12,330041,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,70,2981,80,4860,35,male,Laptop Speakers,none,First impressions of a potential hire.,None.,100,94,100,Yes,TRUE,241
NA,NA,html-keyboard-response,12,209253,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,89,15778.1,84,8489.4,46,female,Headphones,No,"It was testing what managers think of applicants, and whether they would hire them or not.",No,100,67,100,Yes,TRUE,242
NA,NA,html-keyboard-response,12,443131,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,89,6772.3,99,5201.8,73,female,Laptop Speakers,no,I think it was testing participant perception of and accuracy of traits in an unknown individual by listening to them speak about themselves,no,100,24,100,No,TRUE,243
NA,NA,html-keyboard-response,12,285675,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,60,15146.6,63,4724.7,44,male,Headphones,no issues,Whether or not we are listening intently.,no further information,100,100,100,Yes,TRUE,244
NA,NA,html-keyboard-response,12,1400392,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,96,53735.5,96,11787.6,40,female,Laptop Speakers,No,To see if people will hire an applicant based on how the sound.,No,100,94,100,No,TRUE,245
NA,NA,html-keyboard-response,12,195655,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,49,6404.4,53,7693.6,48,male,Laptop Speakers,NO,How AI generated speech can be used to interview and read a resume.,None,87,24,82,Yes,TRUE,246
NA,NA,html-keyboard-response,12,211140,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,63,10658,62,3409.9,38,male,Headphones,no i did not,Judging a resume insert.,nothing,100,47,44,No,TRUE,247
NA,NA,html-keyboard-response,12,262195,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,74,4869,79,6408.8,23,female,Laptop Speakers,No,I think this experiment may have been trsting peoples opinions based on voice for the specifc task assigned.,None. Thank you!,100,32,86,No,TRUE,248
